,raw_comment,standard_comment,label,mark
151541,"Khuyên anh em đừng mua áo này. Áo may rất xấu không cao cấp như mọi người nghĩ đâu. 
Chẳng khách gì 1 cái áo chợ đâu mua phí tiền. Khuyên anh em đừng nên mua sản phẩm như vậy ạ. Đến khi đòi tiền thì thôi rồi không được trả lại đâu ạ :v",trả nên_mua đừng_mua phí_tiền không_được anh_em áo này áo rất không như người đâu khách gì cái áo đâu mua anh_em sản_phẩm như_vậy ạ đến khi thì thôi rồi lại đâu ạ vậy,-1,1
151950,Shop giao áo không đúng mẫu mà không nghe nhắn tin nói mình hay trước gì hết. From áo L nhưng mà khá nhỏ so với các loại áo thun khác,không_đúng shop giao áo mà không nói mình gì áo nhưng mà với áo,-1,1
152306,Áo quá bé . Thường thường mình mặc Size Xxl là vừa nhưng áo shop thì quá chật.Cổ thì chật.Thành ra mua cái áo về vứt không,chật áo quá mình mặc là nhưng áo_shop thì quá thì_ra mua cái áo về không,-1,1
152830,"Áo vải quá nhiều nilon,  nóng,  sợi thưa không bền.  May rúm chỉ.  Kích cỡ quá bé và ngắn so với size XXL",áo quá không chỉ quá và với,-1,1
152929,Áo nhăn thế mà bảo không nhăn 🙂,áo thế mà không 🙂,-1,1
153274,Biết là mua flash sale nhưng shop bỏ cái quần vô cái bịch đựng khẩu trang quá đáng thực sự. Mặt sau lộ hết cái quần ra luôn á. Flash sale thì người ta cũng canh sale để mua chứ có phải cho không đâu trời.,lộ biết là mua nhưng shop cái quần cái quá sau cái quần ra luôn á thì người cũng để mua chứ có cho không đâu,-1,1
153440,"Sản phẩm làm cẩu thả, keo không dính ở đáy ví
Chất lượng ko xứng với giá tiền chút nào
Sẽ không baoh mua hàng ở đây nữa",không_mua không_xứng sản_phẩm làm không ở chất_lượng với nào sẽ hàng ở nữa,-1,1
154253,Giống hình nhưng không chất lượng bằng sản phẩm mua ở shop khác,giống_hình nhưng không chất_lượng sản_phẩm mua ở shop,-1,1
155643,"Hàng hết không báo tự đổi màu.
Hàng không giống như mô tả.
Vớ thì giao thiếu 2 đôi. Bó tay.
Tránh xa.",giao_thiếu không_giống hàng không màu hàng như thì,-1,1
157751,Áo may không đều. Chán,chán áo không,-1,1
158058,Đặt áo có cổ mà shop gửi áo không cổ,đặt áo có mà shop áo không,-1,1
158168,"Vải áo mềm min, rất nhẹ nhưng giao hàng không kiểm tra kĩ để lỗi như thế này",tôi nhưng giao người không như,-1,1
158334,Hàng thiếu không báo 1 sao,hàng không sao,-1,1
158994,Trả lời khách không thân thiện :))),trả thân_thiện khách không,-1,1
160887,"Áo rất đẹp, tuy nhiên khâu cbi hàng bị làm sao đó, đặt rêu size L lại giao rêu size M. Đổi lại thì lại giao đen size L và mình vẫn phải chịu tiền ship. Dù không bao nhiêu nhưng vẫn mong shop có thể nhắc đến hay xin lỗi, đằng này không hề có. Lần đầu cũng như lần cuối",xin_lỗi rất_đẹp áo hàng bị làm_sao đó đặt lại giao lại thì lại giao đen và mình vẫn không nhưng vẫn shop có đến này không có cũng như,-1,1
161178,Hàng bị lỗi bung chỉ!! Bán không có tâm không xem kỹ.. chỉ bung hết luôn,bị_lỗi bung_chỉ không_có_tâm hàng bán không xem chỉ luôn,-1,1
161734,"1 sao cho thái độ phục vụ quá tệ của shop. Mình yêu cầu đổi hàng do mình đặt nhầm size(lỗi do mình) nhưng shop đã chấp nhận đổi hàng cho mình mà cứ ậm ừ mười mấy ngày, lúc nào cũng bảo mình ráng đợi. Không đổi thì nói 1 tiếng là được chứ sao vậy. Dịch vụ bán hàng tệ quá tệ",quá_tệ nhầm_size sao cho của shop mình hàng mình đặt mình nhưng shop đã hàng cho mình mà nào cũng mình không thì nói là được chứ sao vậy bán hàng,-1,1
161847,"Có dính vết bẩn, không giặt ra, vứt luôn áo",bẩn có không ra luôn áo,-1,1
161986,"Tiền nào của nấy, áo không khác gì cái giẻ lau",tiền_nào_của_nấy áo không gì cái,-1,1
162025,Shop ok đổi mẫu mà 2 tuần rồi chưa thấy hàng đâu. Đổi hay không nói 1 câu ai bắt ép gì đâu.,shop ok mà rồi thấy hàng đâu không nói gì đâu,-1,1
162099,"Shop lừa đảo, shop làm không uy tín, shop giả dối",lừa_đảo shop shop làm không shop,-1,1
162551,"Biết là quần áo giá rẻ thì không mong đợi gì nhiều nhưng quá thất vọng. Quần thì chỉ cắt không đứt, chun quần chỉ bung hết. Quần áo size L như size M dán đè lên. Áo cũng bung hết chỉ ống tay với vạt áo. 
Mua về ko mặc được",giá_rẻ thất_vọng không_mặc biết là quần_áo thì không gì nhưng quá quần thì chỉ không quần chỉ quần_áo như lên áo cũng chỉ với áo mua về được,-1,1
162878,"Haizz!! Áo bị rách,may không ok cho lắm
Đặt màu xanh giao màu đen.hết biết nói",rách giao_màu áo bị không ok cho lắm đặt màu đen biết nói,-1,1
163942,Hàng chất lượng như mô tả. Size XL bị rộng mình liên hệ shop để đổi size L gần 1 tuần r nhưng shop không phản hồi.,hàng chất_lượng như bị mình shop để nhưng shop không,-1,1
164084,"vải tệ, nt shop không đổi giúp áo....",tệ shop không áo,-1,1
165727,Áo quá mỏng. Không thể mỏng hơn được nữa. Dù 15k thật nhưng không nghĩ là nó mỏng như vậy!,không_thể áo quá hơn được nữa không nhưng không là nó như vậy,-1,1
167029,"Hàng đóng gói không cẩn thận, mình mua áo trắng về mở hàng thấy bị dính đất tùm lum nhìn không muốn nhận hàng. Mình cũng không đặt điều cho shop vì thực tế trên thông tin kiện hàng cũng để kiện hàng bị móp méo. Mình nhờ em mình lấy hàng giùm nên nó không biết kiểm hàng đã nhận luôn. Tốn tiền",cẩn_thận không_đặt nhận_hàng không_biết hàng đóng_gói không mình mua áo về hàng thấy bị nhìn không mình cũng cho shop vì hàng cũng để hàng bị mình em mình hàng nên nó hàng đã luôn,-1,1
167058,"Chất sp xấu, form áo không cân đối",chất sản_phẩm áo không,-1,1
167661,Đã nhận được hàng Shop giao. Chất lượng sản phẩm là vải thun pha poly không thấm. Shop giao hàng nhanh,giao_hàng_nhanh đã được hàng shop giao chất_lượng sản_phẩm là không shop,-1,1
168880,Quá thất vọng. lần t4 mua ở shop mà lần này shop làm ăn chán quá. chất nhìn không muốn mặc. mặc cứng kinh khủng. quá tồi tệ,tệ chán làm_ăn thất_vọng quá tôi mua ở shop mà này shop quá chất nhìn không mặc mặc quá,-1,1
168929,"áo quá mỏng, cảm giác không chống nắng được",áo quá không được,-1,1
169151,"Người bán không kiểm tra hàng trước khi giao,thiếu trách nhiệm trong mua bán.chỉ thừa và đường may đứt lung tung. 1 lần chứ không có lần 2.",không_có chỉ_thừa đường_may giao_thiếu người bán không hàng khi mua_bán và chứ,-1,1
170156,"Mới mua mà thấy trầy rồi, đc vài bữa chắc vứt luôn, cũng không trách được tiền nào của đó. Thấy review tốt quá nên mua. Được cái dịch vụ shop tốt.",nên_mua tiền_nào_của_đó mua mà thấy rồi được luôn cũng không được thấy quá được cái shop,-1,1
171112,"Sp nhái kém chất lượng. Mặt trong của phía sau quần k có in thông tin sp như hàng xịn. Chun không co dãn, đường may chính giữa sau lưng quần rất tệ và vô duyên.",tệ không_có đường_may kém_chất_lượng sản_phẩm của sau quần sản_phẩm như hàng_không sau quần rất và,-1,1
171462,Mua quần MS 303 nhận được quần này. Không một điểm giống.,mua quần được quần này không một,-1,1
171463,lấy 1 màu đen 1 màu xanh không co giãn như mẫu Ms303 lấy lần trước . thất vọng luôn,thất_vọng màu đen màu không như luôn,-1,1
173029,Lần trước nhờ bạn mua dùm hàng tốt chất lượng nên mình rất thích. Mình đã quyết định mua lại lần 2.Nhưng lần này shop khiến mình rất rất thất vọng😔Mình mua để làm quà nhưng hộp lại bị như thế này. Bên trong cũng kco thẻ bảo hành. Do mình đã mua lần 2 tin tưởng shop nên không quay video lại,quay_lại thất_vọng mua hàng chất_lượng nên mình rất mình đã mua lại nhưng này shop mình rất rất mình mua để làm nhưng lại bị như thế này bên cũng mình đã mua shop nên không 😔,-1,1
173471,Chất liêu không phải da thật như quảng cáo trong bán hàng. Sản phẩm không tốt. Yêu cầu trả hàng không được giải quyết và trả lời thỏa đáng. Shopee không bảo vệ quyền lợi cho khách hàng. Lừa gạt khách hàng hạch sách khách đủ thứ mà không có văn bảng hay chứng từ gì chứng nhận hàng mình là hàng thật,trả lừa_gạt không_có nhận_hàng không_tốt không_phải không_được chất như bán hàng sản_phẩm hàng và không cho khách_hàng khách_hàng khách mà gì mình là hàng,-1,1
173583,"Dịch vụ của shop rất tốt nhg khi nhận đc hàng thì khá thất vọng.  
Ví dán keo bị bong chóc 1 ít,  phần da không thật.  Ngăn đựng tiền sơ sài rất xấu,  đểu.  Thks shop.",thất_vọng của shop rất nhưng khi được hàng thì bị phần không rất shop,-1,1
174268,Chất da đẹp nhưng bỏ tiền vào không khoá được không biwwts là là lỗi hay thiết kế thế,chất nhưng vào không được không là là thế,-1,1
175235,"Những ai không muốn phiền về việc đổi trả hàng thì nên trao đổi với shop trước. Mọi người mua hàng cần phải nhắn tin trước cho shop: ""Đừng giao quần RÁCH cho khách"".",trả không về hàng thì nên với shop mua người nha cho shop người giao ra cho,-1,1
175942,"Giao hàng nhanh, sản phẩm phù hợp giá tiền nhg cần dùng thử trong thời gian dài mới biết được chất lượng có bền không.",phù_hợp giao_hàng_nhanh sản_phẩm nhưng biết được chất_lượng có không,-1,1
176986,Không đẹp như trong hình vải hơi mỏng hơi thất vọng  không có hộp đựng hơi thô sơ không cận thận.,không_có hơi_mỏng không_đẹp thất_vọng như không,-1,1
177178,Giao hàng không giống quảng cáo. Hết hàng hay s cũng không thông báo,không_giống giao hàng_hàng cũng không,-1,1
178199,"Ôi không, cái đcm hàng như cc, mua đéo thể phí tiền hơn. Các bạn săn sale thì cứ 1k mà mua về làm giẻ lau",phí_tiền không cái hàng như mua hơn thì không mà mua về làm,-1,1
178551,"Chất lượng vải chấp nhận được, không rõ có phải lụa như quảng cáo không nhưng có vết nhăn. Tệ nhất là việc đặt áo size L nhưng khi mặc thì áo rất chật và nhỏ. Có lẽ cỡ L của shop là cỡ S bình thường. Định cho 3 sao nhưng mất tiền mua đồ mà không thể mặc nên đánh giá 2 sao. Cảm thấy không hài lòng.",tệ chật không_thể bình_thường chất_lượng được không có như không nhưng có là đặt áo nhưng khi mặc thì áo rất và có của shop là cho sao nhưng mua mà mặc nên sao thấy không,-1,1
178854,"Tất không dày dặn lắm, đôi đen giày hơn đôi trắng nhưng giá 2 đôi săn sale như vậy ok",không lắm đen hơn nhưng như vậy ok,-1,1
178864,Hàng vứt đi không ai lấy,hàng đi không,-1,1
179466,Tôi không nhận được hàng. Đã liên hệ shopee và JT express không hề được xử lý.,không_nhận_được tôi hàng đã và không được,-1,1
179815,"TRỜI ƠI!!! ÁO BỊ RÁCH, rách lớn luôn ý, shop ko kiểm tra hàng trước khi giao hả??😡
Thật sự thất vọng😑
Không những thế còn vô cùng nhiều chỉ thừa, đường may ẩu, vải mỏng nữa
Mong shop đổi hàng cho mình🙃🙃",rách trời_ơi vải_mỏng chỉ_thừa đường_may thất_vọng áo bị luôn shop không hàng khi giao không thế còn nữa shop hàng cho mình 😡 😑 🙃,-1,1
179845,Thực sự là tệ khi nhận hàng cầm vào k biết có phải áo hay k nữa mở ra chất liệu không khác gì là áo mưa in hình mặc dù biết tiền nào của đó nhưng k nghĩ nó tệ đến mức vậy,tệ nhận_hàng không_biết tiền_nào_của_đó là khi vào có áo không nữa ra chất không gì là áo mặc biết nhưng không nó đến vậy,-1,1
180156,Chuẩn bị hàng rất lâu. Hết mẫu cũng không báo khách để đổi mẫu mà tự ý giao mẫu cho khách. Mình đặt màu đen shop gửi màu trắng mà không đúng mẫu. Nhưng chất vải thì oke chỉ tại kh thích mẫu shop tự gửi,rất_lâu chất_vải không_đúng không_thích bị hàng cũng không khách để mà giao cho khách mình đặt màu đen_shop màu mà nhưng thì ok chỉ shop,-1,1
180336,"Đẹp thì đẹp, chứ chất pha nilon mặc nóng tệ, lên dáng dõ buồn cười, chất xấu mình không ưng lắm nên đã đề nghị hoàn trả sốp không đồng ý, cảm ơn shop vì lần mua đầu và không bao h có lần sau 😑🙃mn cân nhắc khi mua ạ",tệ trả thì_đẹp cân_nhắc chất_xấu mặc_nóng không_ưng chứ chất lên mình lắm nên đã không shop vì mua và không có sau người khi mua ạ 😑 🙃,-1,1
180422,":) giao hàng thiếu, khách report không phản hồi. Buôn bán gì ngộ bạn.",giao_hàng_thiếu khách không bán gì,-1,1
180436,"Vải nhanh xù, chất lượng in bthg, dễ bong, không nét, cổ áo giặt nhiều dễ bị doãng, fom áo không đep",không_đẹp chất_lượng không áo bị áo,-1,1
180511,Đúng là tiền nào của nấy. Nhưng chất lượng so với giá này vẫn còn khá chát lắm. Tưởng của SWE chính hãng sale nên mua không để ý,nên_mua tiền_nào_của_nấy là nhưng chất_lượng với này vẫn còn lắm của không để,-1,1
180522,"Shop giao thiếu áo cho em , shop cũng có nói sẽ chuyển  số tiền áo thiếu đó nma shop không chuyển :(( 2c áo kia dày dặn lắm ạ",giao_thiếu shop áo cho em shop cũng có nói sẽ áo đó nhưng mà shop không áo lắm ạ,-1,1
181417,"Sản phẩm thấy ghê lắm
Không hề giống như trên hình đâu
Vải khác hoàn toàn
Chắc do mình mua deal 10k nên shop giao sp khác, còn giá 60k chắc sẽ giống. Trường hợp nếu mua 60k mà giao cái như này chắc sẽ có khối bạn ôm cục tức",tức không_nên sản_phẩm thấy lắm không như đâu mình mua shop giao sản_phẩm còn không sẽ mua không mà giao cái như này sẽ có,-1,1
182172,"Mác áo k giống ảnh, tay áo cũng k có mác nhỏ như ảnh, hình in thì bị xệ xuống hẳn ngực chứ không ở trên đoạn cổ áo lại còn in bị lệch, chun cổ áo thì thấp bằng 1 nửa chun cổ trong ảnh. Nói chung áo xấu nhìn lại còn dại đừng ai mua nhé.",không_có không_giống_ảnh áo áo cũng như thì bị chứ không ở áo lại còn bị áo thì nói_chung áo nhìn lại còn mua nhé,-1,1
182670,"không thể tin tưởng shop này được,  ai tin thì cứ mua.  nói thật thì shop không bằng lòng.  chụp ảnh bằng điện thoại samsung galaxy S20 thì bảo là độ phân giải kém . ảnh đăng trên shop khác với ảnh đăng bán rất nhiều. mọi người cẩn thận cân nhắc..",cân_nhắc cẩn_thận không_thể shop này được thì mua nói thì shop không thì là shop với bán rất người,-1,1
182880,"Giao hàng nhanh nhưng không đúng như mô tả, quảng cáo hạt 12ly nhưng chỉ được 8 ly, to nhỏ không đều, giá rẻ đi cùng chất lượng thấp, đúng là hàng mỹ ký kiểu hàng lỗi...",giá_rẻ không_đúng giao_hàng_nhanh nhưng như nhưng chỉ được không đi chất_lượng là hàng_hàng,-1,1
183701,"Chất lượng kém. Kích thước bằng tất trẻ em
Rất không hài lòng.",chất_lượng_kém em rất không,-1,1
184291,"Trên bao bì ghi 80%cotton mà mình mặc thấy không hẳn thế, chất vải giống như quần áo đá hóng ấy, hơi thất vọng chút",chất_vải thất_vọng mà mình mặc thấy không thế như quần_áo,-1,1
184388,"Sản phẩm nhận không giống màu mẫu đặt, ib shop không phản hồi",không_giống sản_phẩm màu đặt shop không,-1,1
185205,Shipper giao hàng không tìm được đường thôi mà quát vào mặt khách cáu thực sự,giao hàng_không được thôi mà vào khách,-1,1
185677,"Shop không ktra kĩ hàng đồ hỏng mà vẫn giao ,  Chưa dùng đã bị hỏng nút khoá",bị_hỏng không_kĩ shop hàng mà vẫn giao đã,-1,1
185901,"Không hài lòng, đặt ví da, bao bì ghi ví da nhưng bên trong lại là móc chìa khoá.",không đặt nhưng bên lại là,-1,1
186507,"Lổi hàng 1 lần đã đổi trã, đặt lại vẫn lỗi. Shop quá xem thường khách hàng. Không uy tính, sản phẩm k đạt chất lượng.",hàng đã đặt lại vẫn shop quá xem khách_hàng_không sản_phẩm không chất_lượng,-1,1
187206,áo bị rách shop không uy tín :),rách áo bị shop không,-1,1
189652,"Áo rách, dơ, shop không giặt",dơ rách áo shop không,-1,1
189817,"Đặt cỡ L giao cho XXl bó tay sẽ không bảo giờ mua lại lần thứ 2. Thất vọng bỏ ra hơn 400k mua về mặc chẳng ra gì, Thân!",không_mua thất_vọng đặt giao cho sẽ không mua lại ra hơn về mặc ra gì,-1,1
189824,Giao hành nhanh. Nhưng chất lượng không đạt,giao nhưng chất_lượng không,-1,1
190387,"Shop báo là hàng TheNorthFace chuẩn VNXK mà áo không hề có logo của TNF, cả mặt trước lẫn mặt sau,
Mình dùng bình xịt tưới cây để chế độ phun sương xịt vào áo thì ngấm luôn, không hề có khả năng kháng nước nhẹ như quảng cáo. Áo mẫu thì là màu xanh, đen, trong khi áo nhận được là xanh xám.",shop là hàng mà áo không có của cả sau mình để vào áo thì luôn không có như áo thì là màu đen khi áo được là,-1,1
190766,"Sản phẩm kém chất lượng rách ,  nằm trong túi bọc bẩn bằng niềm tin à  trả lời xuề xòa,  không chịu  trách nhiệm,  không trả lời lại.  Yêu cầu ban shop này  cái",bẩn rách sản_phẩm_kém không_trả_lời kém_chất_lượng chất_lượng không lại shop này cái,-1,1
192041,"Chuẩn bị hàng chậm!
Bán nhầm hàng cho khách, thao tác hoàn trả đợi đến cuối thời hạn mới chấp thuận!
Nhắn tin báo giao nhầm hàng, yêu cầu hoàn trả thì không xử lý cho khách ngay mà dây dưa!
Ai có ý định mua shop này nên tránh nhé
KHÔNG NÊN MUA SHOP NÀY!
RẤT KHÔNG HÀI LÒNG",trả không_nên_mua bị hàng bán hàng cho khách đến giao hàng thì không cho khách mà có mua shop này nên nhé_shop này rất không,-1,1
192567,"Chất lượng không tương xứng giá tiền, vải áo mềm còn cổ cứng ngắc, màu bệt, giặt thì ra màu kinh khủng. Đợt mua sale các shop trên FB vải tốt hơn hẳn, tôn dáng hơn, đường chỉ ít lỗi hơn nhiều. Shop treo giá sale thật sự không đáng tiền tẹo nào",đường_chỉ không_đáng_tiền chất_lượng không áo còn màu thì ra màu mua shop hơn hơn hơn shop nào,-1,1
192762,Kính không bằng loại trẻ con chơi đeo trên mắt gãy cắt mắt không đúng trưa bao giờ mua phải hàng đểu như vậy,gãy không_đúng không mua hàng như vậy,-1,1
193303,"Mình rất không hài lòng khi giao cho mình k đúng SP mình mong muốn mà k thông báo trước. Thật sự không chuyên nghiệp làm mình phát cáu, mình đã bấm hoàn hàng rồi nhưng nghĩ lại tốn time của mình. Mình k muốn mệt mỏi thêm. Cảm ơn nếu shop đã đọc đc suy nghĩ hiên tại của mình.",không_đúng không_chuyên_nghiệp mình rất không khi giao cho mình sản_phẩm mình mà không làm mình mình đã hàng rồi nhưng lại của mình mình không thêm shop đã được của mình,-1,1
194130,"đặt 6 áo giao 3 áo
shop không báo hết hàng cũng không thèm trả lời tin nhắn",trả không_thèm đặt áo giao áo shop không hàng cũng,-1,1
194169,"Shipper rất thái độ. Mình bảo nay mình không có nhà mai qua giao, mà chiều lại tới giục ra lấy. Mình đành nhờ người gần nhà ra lấy, 2p sau chưa kịp ra đã đi mất rồi. Còn gọi điện bảo lần sau như thế đừng đặt hàng nữa. Không đắt đỏ gì 1,5k cũng ko biết hàng giờ đang ở đâu nên ko đánh giá được",đặt_hàng không_có không_biết không_đánh_giá rất mình mình giao mà lại ra mình người ra sau ra đã đi rồi còn sau như thế nữa không gì không cũng hàng ở đâu nên được,-1,1
194690,Shop giới thiệu size 3xl cho 90 -100kg mà ck mình 93kg mặc áo rộng dài miên man. Nt shop hỗ trợ đổi size không thì shop kêu khách gửi hàng đi chịu phí 2chiều 55k. Tiền phí gần bằng tiền áo luôn. Đúng là hàng sale có khác.,không_mặc giới_thiệu shop cho không mà mình áo shop không thì shop khách_hàng đi không áo luôn là hàng có,-1,1
197871,"Tất mỏng, chất liệu không bền",chất không,-1,1
198144,Nhìn tạm đc mà ko dùng được không cài đc lẫy shop gửi hàng lỗi quá quá là thất vọng,tạm_được thất_vọng không_dùng nhìn mà được không được shop hàng quá quá là,-1,1
198665,"Đặt màu than ghi nhưng lại giao thành màu đen đỏ làm ăn quá gian dối nếu hết hàng thì phải nói 1 câu, hẹn đơn vị vận chuyển đến lấy hàng hoàn vào ngày 25 nhưng không đến đúng hẹn nên hủy luôn yêu cầu hoàn để lên đánh giá, nếu có 0 sao sẵn sàng đánh giá 0 sao cho cả người bán lẫn đơn vị vận chuyển.",làm_ăn đặt màu nhưng lại giao màu đen quá hàng thì nói đến hàng vào nhưng không đến nên luôn để lên có sao sao cho cả người bán,-1,1
200010,"Giao 2 cái quần có dây đúng,còn 2 cái không dây sai nên đánh giá 2 sao là vừa",giao cái quần có còn cái không nên sao là,-1,1
200124,"Giao hàng nhanh, gói cẩn thận. Đặt màu đen nhưng lại giao màu xanh, thái độ shop kém. Không bấm đổi hàng để đánh giá cho b nào mua sau lưu ý.",cẩn_thận giao_màu giao_hàng_nhanh gói đặt màu đen nhưng lại shop không hàng để cho nào mua sau,-1,1
200163,Sp bị lỗi. Khi mở hàng mình không xem lại nên đến khi mặc mới biết.,bị_lỗi sản_phẩm khi hàng mình không xem lại nên đến khi mặc biết,-1,1
201191,"Áo không phản quang, shop phục vụ kh nhiệtt tình",áo không shop không,-1,1
